  # ell             TT              EE              BB               TE 
  355   0.2388664E+04   0.1876610E+02   0.4046364E-01   0.8253525E+02
  356   0.2365255E+04   0.1890358E+02   0.4058958E-01   0.8098154E+02
  357   0.2342232E+04   0.1903854E+02   0.4071349E-01   0.7940464E+02
  358   0.2319604E+04   0.1917091E+02   0.4083863E-01   0.7780477E+02
  359   0.2297360E+04   0.1930043E+02   0.4096199E-01   0.7618314E+02
  360   0.2275524E+04   0.1942730E+02   0.4108764E-01   0.7453987E+02
  361   0.2254074E+04   0.1955113E+02   0.4121366E-01   0.7287623E+02
  362   0.2233043E+04   0.1967214E+02   0.4133316E-01   0.7119222E+02
  363   0.2212416E+04   0.1979029E+02   0.4146353E-01   0.6948892E+02
  364   0.2192202E+04   0.1990528E+02   0.4158420E-01   0.6776686E+02
  365   0.2172401E+04   0.2001719E+02   0.4171066E-01   0.6602699E+02
  366   0.2153024E+04   0.2012600E+02   0.4183977E-01   0.6426983E+02
  367   0.2134075E+04   0.2023159E+02   0.4194978E-01   0.6249554E+02
  368   0.2115558E+04   0.2033401E+02   0.4209395E-01   0.6070509E+02
  369   0.2097464E+04   0.2043297E+02   0.4220392E-01   0.5889979E+02
  370   0.2079807E+04   0.2052853E+02   0.4233454E-01   0.5707958E+02
  371   0.2062599E+04   0.2062081E+02   0.4247013E-01   0.5524515E+02
  372   0.2045831E+04   0.2070952E+02   0.4256347E-01   0.5339753E+02
  373   0.2029501E+04   0.2079483E+02   0.4272772E-01   0.5153753E+02
  374   0.2013613E+04   0.2087655E+02   0.4282335E-01   0.4966608E+02
  375   0.1998160E+04   0.2095473E+02   0.4296989E-01   0.4778316E+02
  376   0.1983155E+04   0.2102939E+02   0.4309353E-01   0.4589090E+02
  377   0.1968586E+04   0.2110038E+02   0.4319979E-01   0.4398909E+02
  378   0.1954453E+04   0.2116779E+02   0.4334967E-01   0.4207891E+02
  379   0.1940766E+04   0.2123156E+02   0.4347054E-01   0.4016126E+02
  380   0.1927521E+04   0.2129169E+02   0.4360236E-01   0.3823666E+02
  381   0.1914703E+04   0.2134806E+02   0.4372926E-01   0.3630610E+02
  382   0.1902340E+04   0.2140071E+02   0.4385393E-01   0.3437037E+02
  383   0.1890389E+04   0.2144956E+02   0.4398790E-01   0.3243065E+02
  384   0.1878911E+04   0.2149477E+02   0.4411920E-01   0.3048642E+02
  385   0.1867846E+04   0.2153606E+02   0.4424824E-01   0.2854000E+02
  386   0.1857228E+04   0.2157354E+02   0.4438488E-01   0.2659135E+02
  387   0.1847046E+04   0.2160717E+02   0.4449258E-01   0.2464182E+02
  388   0.1837303E+04   0.2163693E+02   0.4464821E-01   0.2269178E+02
  389   0.1827999E+04   0.2166280E+02   0.4478139E-01   0.2074199E+02
  390   0.1819130E+04   0.2168468E+02   0.4489693E-01   0.1879370E+02
  391   0.1810688E+04   0.2170256E+02   0.4506301E-01   0.1684771E+02
  392   0.1802698E+04   0.2171653E+02   0.4515709E-01   0.1490355E+02
  393   0.1795138E+04   0.2172649E+02   0.4532580E-01   0.1296388E+02
  394   0.1788015E+04   0.2173242E+02   0.4545348E-01   0.1102831E+02
  395   0.1781324E+04   0.2173426E+02   0.4557960E-01   0.9098054E+01
  396   0.1775062E+04   0.2173201E+02   0.4573889E-01   0.7173725E+01
  397   0.1769231E+04   0.2172586E+02   0.4585601E-01   0.5256145E+01
  398   0.1763829E+04   0.2171567E+02   0.4601055E-01   0.3345791E+01
  399   0.1758836E+04   0.2170139E+02   0.4614878E-01   0.1443795E+01
  400   0.1754262E+04   0.2168321E+02   0.4628425E-01  -0.4491933E+00
  401   0.1750101E+04   0.2166117E+02   0.4643343E-01  -0.2332903E+01
  402   0.1746343E+04   0.2163510E+02   0.4657059E-01  -0.4206211E+01
  403   0.1742994E+04   0.2160537E+02   0.4671902E-01  -0.6068541E+01
  404   0.1740033E+04   0.2157128E+02   0.4686452E-01  -0.7918594E+01
  405   0.1737469E+04   0.2153359E+02   0.4700653E-01  -0.9756453E+01
  406   0.1735304E+04   0.2149221E+02   0.4715430E-01  -0.1158113E+02
  407   0.1733517E+04   0.2144689E+02   0.4730102E-01  -0.1339180E+02
  408   0.1732117E+04   0.2139777E+02   0.4745025E-01  -0.1518770E+02
  409   0.1731085E+04   0.2134483E+02   0.4759891E-01  -0.1696831E+02
  410   0.1730430E+04   0.2128818E+02   0.4774746E-01  -0.1873285E+02
  411   0.1730150E+04   0.2122782E+02   0.4790048E-01  -0.2048028E+02
  412   0.1730241E+04   0.2116376E+02   0.4805198E-01  -0.2221016E+02
  413   0.1730668E+04   0.2109593E+02   0.4820590E-01  -0.2392195E+02
  414   0.1731474E+04   0.2102453E+02   0.4836009E-01  -0.2561467E+02
  415   0.1732622E+04   0.2094937E+02   0.4851566E-01  -0.2728726E+02
  416   0.1734122E+04   0.2087065E+02   0.4867313E-01  -0.2893955E+02
  417   0.1735963E+04   0.2078831E+02   0.4882956E-01  -0.3057079E+02
  418   0.1738158E+04   0.2070239E+02   0.4899000E-01  -0.3217997E+02
  419   0.1740679E+04   0.2061290E+02   0.4915024E-01  -0.3376660E+02
  420   0.1743537E+04   0.2051985E+02   0.4931015E-01  -0.3532991E+02
  421   0.1746701E+04   0.2042336E+02   0.4947036E-01  -0.3686926E+02
  422   0.1750199E+04   0.2032341E+02   0.4963610E-01  -0.3838441E+02
  423   0.1754015E+04   0.2022021E+02   0.4980109E-01  -0.3987513E+02
  424   0.1758130E+04   0.2011366E+02   0.4996697E-01  -0.4134044E+02
  425   0.1762543E+04   0.2000393E+02   0.5013421E-01  -0.4278030E+02
  426   0.1767228E+04   0.1989092E+02   0.5030195E-01  -0.4419433E+02
  427   0.1772239E+04   0.1977506E+02   0.5046921E-01  -0.4558120E+02
  428   0.1777512E+04   0.1965611E+02   0.5064059E-01  -0.4694149E+02
  429   0.1783053E+04   0.1953422E+02   0.5081439E-01  -0.4827442E+02
  430   0.1788862E+04   0.1940934E+02   0.5098743E-01  -0.4957939E+02
  431   0.1794923E+04   0.1928165E+02   0.5115960E-01  -0.5085622E+02
  432   0.1801248E+04   0.1915145E+02   0.5133431E-01  -0.5210436E+02
  433   0.1807821E+04   0.1901854E+02   0.5151085E-01  -0.5332334E+02
  434   0.1814625E+04   0.1888286E+02   0.5168817E-01  -0.5451252E+02
  435   0.1821663E+04   0.1874469E+02   0.5186599E-01  -0.5567172E+02
  436   0.1828932E+04   0.1860411E+02   0.5204746E-01  -0.5680067E+02
  437   0.1836415E+04   0.1846100E+02   0.5222810E-01  -0.5789852E+02
  438   0.1844118E+04   0.1831578E+02   0.5240704E-01  -0.5896504E+02
  439   0.1852021E+04   0.1816811E+02   0.5259101E-01  -0.5999976E+02
  440   0.1860129E+04   0.1801830E+02   0.5277926E-01  -0.6100207E+02
  441   0.1868431E+04   0.1786641E+02   0.5296631E-01  -0.6197206E+02
  442   0.1876916E+04   0.1771232E+02   0.5315109E-01  -0.6290843E+02
  443   0.1885580E+04   0.1755618E+02   0.5333527E-01  -0.6381165E+02
  444   0.1894428E+04   0.1739837E+02   0.5352792E-01  -0.6468097E+02
  445   0.1903431E+04   0.1723844E+02   0.5371547E-01  -0.6551544E+02
  446   0.1912609E+04   0.1707703E+02   0.5390650E-01  -0.6631584E+02
  447   0.1921916E+04   0.1691364E+02   0.5409863E-01  -0.6708188E+02
  448   0.1931388E+04   0.1674882E+02   0.5429148E-01  -0.6781320E+02
  449   0.1940996E+04   0.1658265E+02   0.5448774E-01  -0.6850993E+02
  450   0.1950734E+04   0.1641479E+02   0.5468257E-01  -0.6917205E+02
  451   0.1960588E+04   0.1624581E+02   0.5487310E-01  -0.6979957E+02
  452   0.1970560E+04   0.1607576E+02   0.5507148E-01  -0.7039237E+02
  453   0.1980647E+04   0.1590451E+02   0.5527329E-01  -0.7095066E+02
  454   0.1990840E+04   0.1573236E+02   0.5547326E-01  -0.7147412E+02
  455   0.2001123E+04   0.1555922E+02   0.5567240E-01  -0.7196295E+02
  456   0.2011476E+04   0.1538518E+02   0.5587270E-01  -0.7241689E+02
  457   0.2021931E+04   0.1521069E+02   0.5607368E-01  -0.7283606E+02
  458   0.2032454E+04   0.1503550E+02   0.5627700E-01  -0.7322053E+02
  459   0.2043043E+04   0.1485983E+02   0.5648110E-01  -0.7356993E+02
  460   0.2053681E+04   0.1468370E+02   0.5668552E-01  -0.7388474E+02
  461   0.2064378E+04   0.1450730E+02   0.5689114E-01  -0.7416440E+02
  462   0.2075119E+04   0.1433068E+02   0.5709938E-01  -0.7440917E+02
  463   0.2085901E+04   0.1415396E+02   0.5730731E-01  -0.7461897E+02
  464   0.2096703E+04   0.1397712E+02   0.5751359E-01  -0.7479379E+02
  465   0.2107532E+04   0.1380043E+02   0.5772347E-01  -0.7493365E+02
  466   0.2118378E+04   0.1362408E+02   0.5793316E-01  -0.7503836E+02
  467   0.2129230E+04   0.1344781E+02   0.5814429E-01  -0.7510816E+02
  468   0.2140088E+04   0.1327196E+02   0.5835686E-01  -0.7514295E+02
  469   0.2150925E+04   0.1309636E+02   0.5856717E-01  -0.7514217E+02
  470   0.2161769E+04   0.1292182E+02   0.5878123E-01  -0.7510693E+02
  471   0.2172575E+04   0.1274765E+02   0.5899505E-01  -0.7503631E+02
  472   0.2183356E+04   0.1257424E+02   0.5920815E-01  -0.7493080E+02
  473   0.2194116E+04   0.1240167E+02   0.5942335E-01  -0.7479113E+02
  474   0.2204833E+04   0.1223009E+02   0.5963933E-01  -0.7461728E+02
  475   0.2215514E+04   0.1205965E+02   0.5985624E-01  -0.7441045E+02
  476   0.2226146E+04   0.1189030E+02   0.6007301E-01  -0.7416983E+02
  477   0.2236714E+04   0.1172201E+02   0.6028954E-01  -0.7389688E+02
  478   0.2247238E+04   0.1155532E+02   0.6050677E-01  -0.7359115E+02
  479   0.2257704E+04   0.1139005E+02   0.6072554E-01  -0.7325343E+02
  480   0.2268097E+04   0.1122629E+02   0.6094447E-01  -0.7288438E+02
  481   0.2278419E+04   0.1106413E+02   0.6116471E-01  -0.7248389E+02
  482   0.2288662E+04   0.1090366E+02   0.6138233E-01  -0.7205266E+02
  483   0.2298823E+04   0.1074506E+02   0.6160185E-01  -0.7159109E+02
  484   0.2308901E+04   0.1058861E+02   0.6182181E-01  -0.7109922E+02
  485   0.2318881E+04   0.1043398E+02   0.6204293E-01  -0.7057807E+02
  486   0.2328759E+04   0.1028145E+02   0.6226074E-01  -0.7002734E+02
  487   0.2338550E+04   0.1013133E+02   0.6248445E-01  -0.6944817E+02
  488   0.2348220E+04   0.9983323E+01   0.6270268E-01  -0.6884012E+02
  489   0.2357794E+04   0.9837948E+01   0.6292576E-01  -0.6820473E+02
  490   0.2367224E+04   0.9694943E+01   0.6315050E-01  -0.6754046E+02
  491   0.2376542E+04   0.9554554E+01   0.6336296E-01  -0.6684952E+02
  492   0.2385743E+04   0.9417027E+01   0.6359627E-01  -0.6613228E+02
  493   0.2394803E+04   0.9282157E+01   0.6380617E-01  -0.6538809E+02
  494   0.2403730E+04   0.9150312E+01   0.6403314E-01  -0.6461801E+02
  495   0.2412508E+04   0.9021368E+01   0.6426207E-01  -0.6382243E+02
  496   0.2421135E+04   0.8895473E+01   0.6446339E-01  -0.6300066E+02
  497   0.2429613E+04   0.8772871E+01   0.6471360E-01  -0.6215452E+02
  498   0.2437942E+04   0.8653599E+01   0.6490284E-01  -0.6128463E+02
  499   0.2446092E+04   0.8537609E+01   0.6514115E-01  -0.6039032E+02
  500   0.2454097E+04   0.8425122E+01   0.6535803E-01  -0.5947283E+02
  501   0.2461916E+04   0.8316064E+01   0.6557211E-01  -0.5853391E+02
  502   0.2469560E+04   0.8210547E+01   0.6581313E-01  -0.5757246E+02
  503   0.2477023E+04   0.8108577E+01   0.6601360E-01  -0.5659075E+02
  504   0.2484313E+04   0.8010527E+01   0.6624862E-01  -0.5558864E+02
  505   0.2491413E+04   0.7916055E+01   0.6645025E-01  -0.5456659E+02
  506   0.2498323E+04   0.7825464E+01   0.6668279E-01  -0.5352681E+02
  507   0.2505019E+04   0.7738722E+01   0.6689415E-01  -0.5246751E+02
  508   0.2511528E+04   0.7655826E+01   0.6711206E-01  -0.5139193E+02
  509   0.2517843E+04   0.7577217E+01   0.6733517E-01  -0.5030001E+02
  510   0.2523938E+04   0.7502464E+01   0.6755056E-01  -0.4919187E+02
  511   0.2529822E+04   0.7431933E+01   0.6776240E-01  -0.4806841E+02
  512   0.2535469E+04   0.7365487E+01   0.6799244E-01  -0.4693068E+02
  513   0.2540928E+04   0.7303426E+01   0.6820153E-01  -0.4577912E+02
  514   0.2546149E+04   0.7245791E+01   0.6841666E-01  -0.4461427E+02
  515   0.2551136E+04   0.7192422E+01   0.6863612E-01  -0.4343775E+02
  516   0.2555898E+04   0.7143522E+01   0.6882945E-01  -0.4224923E+02
  517   0.2560401E+04   0.7099124E+01   0.6907505E-01  -0.4104976E+02
  518   0.2564677E+04   0.7059350E+01   0.6925101E-01  -0.3983983E+02
  519   0.2568718E+04   0.7024417E+01   0.6949722E-01  -0.3862134E+02
  520   0.2572490E+04   0.6993908E+01   0.6968292E-01  -0.3739356E+02
  521   0.2576018E+04   0.6968240E+01   0.6989605E-01  -0.3615771E+02
  522   0.2579287E+04   0.6947677E+01   0.7012850E-01  -0.3491479E+02
  523   0.2582285E+04   0.6931778E+01   0.7030378E-01  -0.3366525E+02
  524   0.2585022E+04   0.6920932E+01   0.7054219E-01  -0.3240937E+02
  525   0.2587491E+04   0.6915021E+01   0.7072966E-01  -0.3114880E+02
  526   0.2589681E+04   0.6914185E+01   0.7093782E-01  -0.2988335E+02
  527   0.2591610E+04   0.6918777E+01   0.7115103E-01  -0.2861493E+02
  528   0.2593269E+04   0.6928217E+01   0.7134369E-01  -0.2734298E+02
  529   0.2594654E+04   0.6942475E+01   0.7155417E-01  -0.2606839E+02
  530   0.2595795E+04   0.6962362E+01   0.7175043E-01  -0.2479284E+02
  531   0.2596670E+04   0.6986877E+01   0.7194936E-01  -0.2351631E+02
  532   0.2597312E+04   0.7016939E+01   0.7214930E-01  -0.2223970E+02
  533   0.2597687E+04   0.7051697E+01   0.7234468E-01  -0.2096374E+02
  534   0.2597828E+04   0.7091638E+01   0.7254079E-01  -0.1968898E+02
  535   0.2597742E+04   0.7136889E+01   0.7273490E-01  -0.1841644E+02
  536   0.2597411E+04   0.7187087E+01   0.7292847E-01  -0.1714693E+02
  537   0.2596843E+04   0.7242293E+01   0.7311874E-01  -0.1588096E+02
  538   0.2596047E+04   0.7302743E+01   0.7331114E-01  -0.1461918E+02
  539   0.2595049E+04   0.7368160E+01   0.7349924E-01  -0.1336235E+02
  540   0.2593828E+04   0.7438734E+01   0.7368748E-01  -0.1211106E+02
  541   0.2592391E+04   0.7514329E+01   0.7387507E-01  -0.1086655E+02
  542   0.2590724E+04   0.7594971E+01   0.7406013E-01  -0.9628830E+01
  543   0.2588890E+04   0.7680855E+01   0.7424478E-01  -0.8399319E+01
  544   0.2586828E+04   0.7771669E+01   0.7442474E-01  -0.7178577E+01
  545   0.2584582E+04   0.7867573E+01   0.7460835E-01  -0.5966871E+01
  546   0.2582126E+04   0.7968525E+01   0.7478794E-01  -0.4765095E+01
  547   0.2579501E+04   0.8074611E+01   0.7496341E-01  -0.3574566E+01
  548   0.2576678E+04   0.8185776E+01   0.7513847E-01  -0.2395467E+01
  549   0.2573685E+04   0.8301950E+01   0.7531680E-01  -0.1228378E+01
  550   0.2570499E+04   0.8423166E+01   0.7549200E-01  -0.7457719E-01
  551   0.2567151E+04   0.8549366E+01   0.7566122E-01   0.1065677E+01
  552   0.2563636E+04   0.8680919E+01   0.7583188E-01   0.2191793E+01
  553   0.2559947E+04   0.8817270E+01   0.7600112E-01   0.3302554E+01
  554   0.2556122E+04   0.8958733E+01   0.7616738E-01   0.4397912E+01
  555   0.2552111E+04   0.9104950E+01   0.7633513E-01   0.5476438E+01
  556   0.2547966E+04   0.9256634E+01   0.7649971E-01   0.6537981E+01
  557   0.2543659E+04   0.9413031E+01   0.7665939E-01   0.7581756E+01
  558   0.2539190E+04   0.9574085E+01   0.7681950E-01   0.8607672E+01
  559   0.2534585E+04   0.9740046E+01   0.7697921E-01   0.9615121E+01
  560   0.2529833E+04   0.9910810E+01   0.7713631E-01   0.1060331E+02
  561   0.2524927E+04   0.1008613E+02   0.7729135E-01   0.1157178E+02
  562   0.2519883E+04   0.1026617E+02   0.7744559E-01   0.1252010E+02
  563   0.2514677E+04   0.1045022E+02   0.7759904E-01   0.1344832E+02
  564   0.2509342E+04   0.1063907E+02   0.7775008E-01   0.1435525E+02
  565   0.2503868E+04   0.1083246E+02   0.7789687E-01   0.1523974E+02
  566   0.2498254E+04   0.1102989E+02   0.7803992E-01   0.1610290E+02
  567   0.2492495E+04   0.1123146E+02   0.7818670E-01   0.1694324E+02
  568   0.2486608E+04   0.1143726E+02   0.7833545E-01   0.1776053E+02
  569   0.2480579E+04   0.1164720E+02   0.7847696E-01   0.1855421E+02
  570   0.2474431E+04   0.1186132E+02   0.7861188E-01   0.1932327E+02
  571   0.2468139E+04   0.1207920E+02   0.7875063E-01   0.2006806E+02
  572   0.2461705E+04   0.1230075E+02   0.7888507E-01   0.2078730E+02
  573   0.2455173E+04   0.1252663E+02   0.7901972E-01   0.2148100E+02
  574   0.2448493E+04   0.1275585E+02   0.7915190E-01   0.2214893E+02
  575   0.2441706E+04   0.1298905E+02   0.7928313E-01   0.2278991E+02
  576   0.2434768E+04   0.1322563E+02   0.7941364E-01   0.2340392E+02
  577   0.2427718E+04   0.1346555E+02   0.7954297E-01   0.2399024E+02
  578   0.2420562E+04   0.1370932E+02   0.7966912E-01   0.2454826E+02
  579   0.2413283E+04   0.1395639E+02   0.7978520E-01   0.2507761E+02
  580   0.2405881E+04   0.1420672E+02   0.7990330E-01   0.2557789E+02
  581   0.2398361E+04   0.1446049E+02   0.8002759E-01   0.2604871E+02
  582   0.2390731E+04   0.1471721E+02   0.8015024E-01   0.2648911E+02
  583   0.2382979E+04   0.1497707E+02   0.8026431E-01   0.2689903E+02
  584   0.2375131E+04   0.1524020E+02   0.8037699E-01   0.2727789E+02
  585   0.2367151E+04   0.1550619E+02   0.8049036E-01   0.2762485E+02
  586   0.2359121E+04   0.1577501E+02   0.8060197E-01   0.2794108E+02
  587   0.2350950E+04   0.1604659E+02   0.8071110E-01   0.2822508E+02
  588   0.2342676E+04   0.1632086E+02   0.8081765E-01   0.2847744E+02
  589   0.2334332E+04   0.1659740E+02   0.8092568E-01   0.2869809E+02
  590   0.2325919E+04   0.1687671E+02   0.8103031E-01   0.2888721E+02
  591   0.2317428E+04   0.1715818E+02   0.8112988E-01   0.2904437E+02
  592   0.2308861E+04   0.1744182E+02   0.8123296E-01   0.2916993E+02
  593   0.2300218E+04   0.1772729E+02   0.8133216E-01   0.2926377E+02
  594   0.2291533E+04   0.1801471E+02   0.8142959E-01   0.2932589E+02
  595   0.2282799E+04   0.1830443E+02   0.8152623E-01   0.2935530E+02
  596   0.2274005E+04   0.1859544E+02   0.8162156E-01   0.2935369E+02
  597   0.2265186E+04   0.1888817E+02   0.8171399E-01   0.2931978E+02
  598   0.2256301E+04   0.1918212E+02   0.8180315E-01   0.2925490E+02
  599   0.2247411E+04   0.1947771E+02   0.8189398E-01   0.2915695E+02
  600   0.2238503E+04   0.1977448E+02   0.8198476E-01   0.2902725E+02
  601   0.2229560E+04   0.2007223E+02   0.8207357E-01   0.2886579E+02
  602   0.2220610E+04   0.2037100E+02   0.8215678E-01   0.2867252E+02
  603   0.2211645E+04   0.2067068E+02   0.8224027E-01   0.2844700E+02
  604   0.2202676E+04   0.2097106E+02   0.8232305E-01   0.2818929E+02
  605   0.2193733E+04   0.2127236E+02   0.8240526E-01   0.2790018E+02
  606   0.2184783E+04   0.2157386E+02   0.8248603E-01   0.2757826E+02
  607   0.2175848E+04   0.2187586E+02   0.8256221E-01   0.2722494E+02
  608   0.2166938E+04   0.2217832E+02   0.8264145E-01   0.2683931E+02
  609   0.2158052E+04   0.2248074E+02   0.8271517E-01   0.2642143E+02
  610   0.2149196E+04   0.2278330E+02   0.8278963E-01   0.2597185E+02
  611   0.2140376E+04   0.2308593E+02   0.8286327E-01   0.2548989E+02
  612   0.2131601E+04   0.2338818E+02   0.8293308E-01   0.2497586E+02
  613   0.2122881E+04   0.2369040E+02   0.8300367E-01   0.2442956E+02
  614   0.2114216E+04   0.2399208E+02   0.8307468E-01   0.2385115E+02
  615   0.2105579E+04   0.2429295E+02   0.8313792E-01   0.2324194E+02
  616   0.2097050E+04   0.2459370E+02   0.8321261E-01   0.2259882E+02
  617   0.2088560E+04   0.2489336E+02   0.8326835E-01   0.2192501E+02
  618   0.2080161E+04   0.2519242E+02   0.8334183E-01   0.2121954E+02
  619   0.2071827E+04   0.2549033E+02   0.8340685E-01   0.2048292E+02
  620   0.2063565E+04   0.2578710E+02   0.8345163E-01   0.1971606E+02
  621   0.2055401E+04   0.2608288E+02   0.8354101E-01   0.1891891E+02
  622   0.2047313E+04   0.2637720E+02   0.8357104E-01   0.1809201E+02
  623   0.2039294E+04   0.2667001E+02   0.8365199E-01   0.1723709E+02
  624   0.2031395E+04   0.2696140E+02   0.8370645E-01   0.1635176E+02
  625   0.2023574E+04   0.2725123E+02   0.8373723E-01   0.1543800E+02
  626   0.2015860E+04   0.2753919E+02   0.8383497E-01   0.1449699E+02
  627   0.2008244E+04   0.2782534E+02   0.8385160E-01   0.1352737E+02
  628   0.2000709E+04   0.2810930E+02   0.8393310E-01   0.1253088E+02
  629   0.1993314E+04   0.2839130E+02   0.8397966E-01   0.1150766E+02
  630   0.1986009E+04   0.2867125E+02   0.8404436E-01   0.1045800E+02
  631   0.1978832E+04   0.2894877E+02   0.8408649E-01   0.9381970E+01
  632   0.1971748E+04   0.2922369E+02   0.8414722E-01   0.8281156E+01
  633   0.1964799E+04   0.2949626E+02   0.8418608E-01   0.7154589E+01
  634   0.1957985E+04   0.2976616E+02   0.8423725E-01   0.6002056E+01
  635   0.1951277E+04   0.3003330E+02   0.8429226E-01   0.4826663E+01
  636   0.1944700E+04   0.3029745E+02   0.8433484E-01   0.3626869E+01
  637   0.1938251E+04   0.3055861E+02   0.8438231E-01   0.2403395E+01
  638   0.1931956E+04   0.3081690E+02   0.8443742E-01   0.1156564E+01
  639   0.1925775E+04   0.3107158E+02   0.8448156E-01  -0.1137118E+00
  640   0.1919757E+04   0.3132338E+02   0.8452902E-01  -0.1404512E+01
  641   0.1913867E+04   0.3157138E+02   0.8459538E-01  -0.2718833E+01
  642   0.1908135E+04   0.3181604E+02   0.8463695E-01  -0.4053678E+01
  643   0.1902552E+04   0.3205719E+02   0.8468481E-01  -0.5410239E+01
  644   0.1897110E+04   0.3229419E+02   0.8471023E-01  -0.6786918E+01
